fps_count,is_gookmin100,video_length_seconds,exercise_id,file_size,job_ymd,operation_name,repetition_count_name,resolution,set_count_name,training_week_name,body_part,exercise_tool,fitness_factor_name,fitness_level_name,target_group,training_aim_name,training_place_name,training_section_name,training_sequence_name,training_step_name,image_url,video_url,description,image_file_name,title,training_name,standard_title
29.96,1,91,1,15145209,20221010,,,1920*1080,,,상체,기타,근력/근지구력,초급,유소년,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00351/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00351.mp4,"유소년 근력/근지구력을 위한 팔/어깨운동 중, 팔굽혀펴기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00351_SC_00005.jpeg,팔굽혀펴기,팔 굽혀 펴기(매트),푸시업
29.96,1,91,2,15438485,20220916,,,1920*1080,,,상체,맨몸,근력/근지구력,고급,유소년,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00352/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00352.mp4,"유소년 근력/근지구력을 위한 팔/어깨운동 중, 누워서 뒤로 팔굽혀펴기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00352_FR_00002.jpeg,누워서 뒤로 팔굽혀펴기,누워서 뒤로 팔 굽혀 펴기,푸시업
24,1,99,3,16835752,20220921,,,1920*1080,,,하체,기타,근력/근지구력,초급,유소년,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00353/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00353.mp4,"유소년 근력/근지구력을 위한 팔/어깨운동 중, 앉아서 엉덩이 들고 이동하기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00353_FR_00003.jpeg,앉아서 엉덩이 들고 이동하기,앉아서 엉덩이 들고 이동하기,앉아서 엉덩이 들고 이동하기
29.97,1,263,4,44409731,20220920,,,960*540,,,상체,기타,근력/근지구력,초급,청소년,,헬스장,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_01005/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_01005.mp4,청소년 근력/근지구력운동 루틴프로그램(웨이트 트레이닝)을 설명한 운동처방 가이드 동영상,0AUDLJ08S_01005_SC_00025.jpeg,근력·근지구력운동 루틴프로그램-1,앉아서 양팔 당기기-1,루틴/프로그램
24,1,84,5,14437122,20221005,,,1920*1080,,,상체,맨몸,근력/근지구력,초급,유소년,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00354/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00354.mp4,"유소년 근력/근지구력을 위한 팔/어깨운동 중, 엎드려 팔로 걷기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00354_SC_00002.jpeg,엎드려 팔로 걷기,엎드려 팔로 걷기,걷기/달리기
24,1,78,6,13177677,20220921,,,1920*1080,,,상체,기타,근력/근지구력,초급,유소년,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00355/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00355.mp4,"유소년 근력/근지구력을 위한 팔/어깨운동 중, 아령 앞으로 들어올리기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00355_SC_00002.jpeg,아령 앞으로 들어올리기,아령 앞으로 들어올리기,레이즈 (기타)
24,1,107,7,17845262,20220930,,,1920*1080,,,상체,기타,근력/근지구력,중급,유소년,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00356/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00356.mp4,"유소년 근력/근지구력을 위한 팔/어깨운동 중, 아령 뒤로 들어올리기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00356_SC_00002.jpeg,아령 뒤로 들어올리기,아령 뒤로 들어올리기,레이즈 (기타)
24,1,99,8,16774946,20220928,,,1920*1080,,,상체,의자,근력/근지구력,초급,유소년,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00357/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00357.mp4,"유소년 근력/근지구력을 위한 팔/어깨운동 중, 의자 잡고 팔 뒤로 굽히기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00357_SC_00001.jpeg,의자 잡고 팔 뒤로 굽히기,의자 잡고 팔 뒤로 굽히기,바벨/덤벨 컬
24,1,106,9,18077808,20220929,,,1920*1080,,,상체,탄력밴드,근력/근지구력,초급,유소년,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00358/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00358.mp4,"유소년 근력/근지구력을 위한 팔/어깨운동 중, 밴드 앞 옆으로 들어올리기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00358_FR_00002.jpeg,밴드 앞 옆으로 들어올리기,밴드 앞 옆으로 들어올리기,레이즈 (기타)
24,1,103,10,17281982,20220929,,,1920*1080,,,상체,탄력밴드,근력/근지구력,초급,유소년,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00359/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00359.mp4,"유소년 근력/근지구력을 위한 팔/어깨운동 중, 밴드 어깨 뒤로 들어올리기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00359_FR_00002.jpeg,밴드 어깨 뒤로 들어올리기,밴드 어깨 뒤로 들어올리기,숄더 레이즈
24,1,102,11,17179584,20221004,,,1920*1080,,,상체,기타,근력/근지구력,초급,유소년,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00360/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00360.mp4,"유소년 근력/근지구력을 위한 몸통운동 중, 엎드려 상체 들어올리기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00360_FR_00002.jpeg,엎드려 상체 들어올리기,엎드려 상체 들어올리기,레이즈 (기타)
24,1,95,12,15759263,20220930,,,1920*1080,,,몸통,기타,근력/근지구력,초급,유소년,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00361/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00361.mp4,"유소년 근력/근지구력을 위한 몸통운동 중, 슈퍼맨자세운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00361_SC_00002.jpeg,슈퍼맨자세,슈퍼맨 자세,슈퍼맨자세
24,1,102,13,17080343,20220927,,,1920*1080,,,몸통,기타,근력/근지구력,초급,유소년,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00362/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00362.mp4,"유소년 근력/근지구력을 위한 몸통운동 중, 엎드려 팔 대고 버티기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00362_SC_00002.jpeg,엎드려 팔 대고 버티기,엎드려 팔 대고 버티기,엎드려 팔 대고 버티기
24,1,84,14,14062081,20221005,,,1920*1080,,,몸통,기타,근력/근지구력,초급,유소년,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00363/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00363.mp4,"유소년 근력/근지구력을 위한 몸통운동 중, 옆으로 팔 대고 버티기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00363_FR_00002.jpeg,옆으로 팔 대고 버티기,옆으로 팔 대고 버티기,옆으로 팔 대고 버티기
24,1,85,15,14302328,20220930,,,1920*1080,,,몸통,기타,근력/근지구력,초급,유소년,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00364/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00364.mp4,"유소년 근력/근지구력을 위한 몸통운동 중, 앉아서 다리 펴고 들어올리기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00364_FR_00002.jpeg,앉아서 다리 펴고 들어올리기,앉아서 다리 펴고 들어올리기,레그 레이즈
29.96,1,100,16,16567077,20220921,,,1920*1080,,,몸통,기타,근력/근지구력,초급,유소년,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00365/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00365.mp4,"유소년 근력/근지구력을 위한 몸통운동 중, 누워서 다리 펴고 원 그리기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00365_FR_00003.jpeg,누워서 다리 펴고 원 그리기,누워서 다리 펴고 원 그리기,누워서 다리 펴고 원 그리기
29.96,1,106,17,18084222,20221010,,,1920*1080,,,몸통,기타,근력/근지구력,중급,유소년,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00366/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00366.mp4,"유소년 근력/근지구력을 위한 몸통운동 중, 팔꿈치 무릎 교차 닿기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00366_SC_00002.jpeg,팔꿈치 무릎 교차 닿기,팔꿈치 무릎 교차 닿기,팔꿈치 무릎 교차 닿기
24,1,83,18,13753659,20220914,,,1920*1080,,,상체,기타,근력/근지구력,초급,유소년,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00367/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00367.mp4,"유소년 근력/근지구력을 위한 몸통운동 중, 팔 구부려 등 모으기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00367_SC_00002.jpeg,팔 구부려 등 모으기,팔 구부려 등 모으기,팔 구부려 등 모으기
29.96,1,612,19,102007287,20220917,,,1280*720,,,전신,탄력밴드,근력,초급,공통,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_01011/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_01011.mp4,"초보자를 위한 전신근력운동 중, 루프밴드를 활용한 홈트레이닝 및 홈필라테스운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_01011_SC_00002.jpeg,루프밴드를 활용한 전신 근력운동,,루프밴드를 활용한 전신 근력운동
24,1,105,20,17559350,20221005,,,1920*1080,,,몸통,기타,근력/근지구력,초급,유소년,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00368/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00368.mp4,"유소년 근력/근지구력을 위한 몸통운동 중, 윗몸말아올리기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00368_FR_00002.jpeg,윗몸말아올리기,윗몸 말아 올리기,싯업/크런치
24,1,107,21,18038635,20220920,,,1920*1080,,,몸통,맨몸,근력/근지구력,초급,유소년,,실내/실외,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00369/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00369.mp4,"유소년 근력/근지구력을 위한 몸통운동 중, 머리 뒤로 깍지 끼고 상체 숙이기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00369_FR_00002.jpeg,머리 뒤로 깍지 끼고 상체 숙이기,머리 뒤로 깍지 끼고 상체 숙이기,머리 뒤로 깍지 끼고 상체 숙이기
24,1,127,22,21517521,20220921,,,1920*1080,,,몸통,맨몸,근력/근지구력,초급,유소년,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00370/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00370.mp4,"유소년 근력/근지구력을 위한 몸통운동 중, 엎드려 무릎 당기기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00370_SC_00002.jpeg,엎드려 무릎 당기기,엎드려 무릎 당기기,로우
24,1,103,23,17385792,20220916,,10~15,1920*1080,1~3,,몸통,의자,근력/근지구력,초급,유소년,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00371/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00371.mp4,"유소년 근력/근지구력을 위한 몸통운동 중, 다리 올려 의자 넘기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00371_SC_00005.jpeg,다리 올려 의자 넘기,다리 올려 의자 넘기,다리 올려 의자 넘기
24,1,98,24,16361211,20221003,,,1920*1080,,,상체,탄력밴드,근력/근지구력,초급,유소년,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00372/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00372.mp4,"유소년 근력/근지구력을 위한 몸통운동 중, 앉아서 밴드 당기기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00372_FR_00002.jpeg,앉아서 밴드 당기기,앉아서 밴드 당기기,로우
24,1,96,25,16380569,20220928,,,1920*1080,,,몸통,탄력밴드,근력/근지구력,초급,유소년,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00373/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00373.mp4,"유소년 근력/근지구력을 위한 몸통운동 중, 밴드로 다리 올려 버티기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00373_FR_00003.jpeg,밴드로 다리 올려 버티기,밴드로 다리 올려 버티기,밴드로 다리 올려 버티기
24,1,145,26,24499921,20220920,,,1920*1080,,,몸통,탄력밴드,근력/근지구력,중급,유소년,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00374/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00374.mp4,"유소년 근력/근지구력을 위한 몸통운동 중, 밴드 다리 올려 버티기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00374_SC_00002.jpeg,밴드 다리 올려 버티기,밴드 다리 올려 버티기,밴드 다리 올려 버티기
24,1,105,27,17650368,20220929,,,1920*1080,,,상체,탄력밴드,근력/근지구력,초급,유소년,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00375/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00375.mp4,"유소년 근력/근지구력을 위한 몸통운동 중, 밴드 앞으로 당기기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00375_FR_00002.jpeg,밴드 앞으로 당기기,밴드 앞으로 당기기,로우
24,1,106,28,18030760,20220922,,,1920*1080,,,몸통,기타,근력/근지구력,초급,유소년,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00376/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00376.mp4,"유소년 근력/근지구력을 위한 몸통운동 중, 무릎 구부려 상체 비틀기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00376_SC_00002.jpeg,무릎 구부려 상체 비틀기,무릎 구부려 상체 비틀기,무릎 구부려 상체 비틀기
24,1,101,29,16780997,20220916,,,1920*1080,,,몸통,기타,근력/근지구력,초급,유소년,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00377/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00377.mp4,"유소년 근력/근지구력을 위한 몸통운동 중, 공 잡고 상체 들어올리기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00377_FR_00003.jpeg,공 잡고 상체 들어올리기,공 잡고 상체 들어올리기,레이즈 (기타)
24,1,101,30,16869650,20221010,,,1920*1080,,,상체,기타,근력/근지구력,초급,유소년,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00378/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00378.mp4,"유소년 근력/근지구력을 위한 몸통운동 중, 팔로 써클링 누르기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00378_FR_00003.jpeg,팔로 써클링 누르기,팔로 써클링 누르기,팔로 써클링 누르기
24,1,161,31,27210171,20220909,,,1920*1080,,,몸통,기타,근력/근지구력,고급,유소년,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00379/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00379.mp4,"유소년 근력/근지구력을 위한 몸통운동 중, V자 버티기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00379_SC_00002.jpeg,V자 버티기,V자 버티기,V자 버티기
24,1,130,32,21843261,20220930,,,1920*1080,,,몸통,기타,근력/근지구력,중급,유소년,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00380/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00380.mp4,"유소년 근력/근지구력을 위한 몸통운동 중, 써클휠로 다리 끌어당기기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00380_FR_00002.jpeg,써클휠로 다리 끌어당기기,써클휠로 다리 끌어당기기,로우
29.96,1,137,33,22875524,20221005,,,1920*1080,,,하체,기타,근력/근지구력,초급,유소년,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00381/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00381.mp4,"유소년 근력/근지구력을 위한 하체운동 중, 옆으로 누워 다리 들어올리기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00381_FR_00003.jpeg,옆으로 누워 다리 들어올리기,옆으로 누워 다리 들어올리기,레그 레이즈
29.96,1,130,34,21773828,20220921,,,1920*1080,,,하체,기타,근력/근지구력,초급,유소년,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00382/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00382.mp4,"유소년 근력/근지구력을 위한 하체운동 중, 엎드려 다리 들어올리기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00382_SC_00002.jpeg,엎드려 다리 들어올리기,엎드려 다리 들어올리기,레그 레이즈
29.97,1,99,35,16456821,20220922,,,1920*1080,,,하체,기타,근력/근지구력,초급,유소년,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00383/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00383.mp4,"유소년 근력/근지구력을 위한 하체운동 중, 무릎 굽혀 엉덩이 들어올리기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00383_SC_00002.jpeg,무릎 굽혀 엉덩이 들어올리기,무릎 굽혀 엉덩이 들어올리기,레이즈 (기타)
29.96,1,111,36,18434958,20221005,,,1920*1080,,,하체,기타,근력/근지구력,초급,유소년,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00384/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00384.mp4,"유소년 근력/근지구력을 위한 하체운동 중, 옆으로 누워 무릎 벌리기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00384_FR_00003.jpeg,옆으로 누워 무릎 벌리기,옆으로 누워 무릎 벌리기,레이즈 (기타)
29.96,1,152,37,25808428,20221003,,,1920*1080,,,하체,짐볼,근력/근지구력,초급,유소년,,실내/실외,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00385/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00385.mp4,"유소년 근력/근지구력을 위한 하체운동 중, 앉았다 일어서기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00385_FR_00002.jpeg,앉았다 일어서기,앉았다 일어서기(공),스쿼트
29.96,1,109,38,18613222,20221005,,,1920*1080,,,하체,맨몸,근력/근지구력,초급,유소년,,실내/실외,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00386/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00386.mp4,"유소년 근력/근지구력을 위한 하체운동 중, 옆으로 다리 뻗기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00386_SC_00002.jpeg,옆으로 다리 뻗기,옆으로 다리 뻗기,옆으로 다리 뻗기
29.96,1,114,39,19185960,20220916,,,1920*1080,,,하체,맨몸,근력/근지구력,초급,유소년,,실내/실외,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00387/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00387.mp4,"유소년 근력/근지구력을 위한 하체운동 중, 다리 앞뒤로 벌려 굽혔다 펴기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00387_FR_00007.jpeg,다리 앞뒤로 벌려 굽혔다 펴기,다리 앞뒤로 벌려 굽혔다 펴기,다리 앞뒤로 벌려 굽혔다 펴기
29.97,1,124,40,20852748,20220911,,,1920*1080,,,하체,기타,근력/근지구력,초급,유소년,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00388/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00388.mp4,"유소년 근력/근지구력을 위한 하체운동 중, 교차 다리 굽히기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00388_FR_00029.jpeg,교차 다리 굽히기,교차 다리 굽히기,교차 다리 굽히기
29.96,1,134,41,22696398,20221002,,,1920*1080,,,하체,의자,근력/근지구력,초급,유소년,,실내/실외,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00389/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00389.mp4,"유소년 근력/근지구력을 위한 하체운동 중, 앞으로 나가며 앉았다 일어서기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00389_FR_00003.jpeg,앞으로 나가며 앉았다 일어서기,앞으로 나가며 앉았다 일어서기,스쿼트
29.96,1,130,42,21671673,20220916,,,1920*1080,,,하체,의자,근력/근지구력,중급,유소년,,실내/실외,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00390/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00390.mp4,"유소년 근력/근지구력을 위한 하체운동 중, 뒷발 의자 올려 굽히기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00390_FR_00002.jpeg,뒷발 의자 올려 굽히기,뒷발 의자 올려 굽히기,뒷발 의자 올려 굽히기
24,1,106,43,18009625,20220916,,,1920*1080,,,하체,의자,근력/근지구력,초급,유소년,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00391/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00391.mp4,"유소년 근력/근지구력을 위한 하체운동 중, 다리 옆으로 들어올리기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00391_SC_00002.jpeg,다리 옆으로 들어올리기,다리 옆으로 들어올리기,레그 레이즈
24,1,123,44,20655751,20220920,,,1920*1080,,,하체,의자,근력/근지구력,중급,유소년,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00392/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00392.mp4,"유소년 근력/근지구력을 위한 하체운동 중, 앞발 의자 올려 굽히기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00392_SC_00002.jpeg,앞발 의자 올려 굽히기,앞발 의자 올려 굽히기,앞발 의자 올려 굽히기
24,1,90,45,14936990,20221003,,,1920*1080,,,하체,의자,근력/근지구력,초급,유소년,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00393/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00393.mp4,"유소년 근력/근지구력을 위한 하체운동 중, 앞발 들어올리기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00393_FR_00013.jpeg,앞발 들어올리기,앞발 들어올리기,레이즈 (기타)
24,1,124,46,20802592,20220920,,,1920*1080,,,하체,의자,근력/근지구력,초급,유소년,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00394/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00394.mp4,"유소년 근력/근지구력을 위한 하체운동 중, 발 뒤꿈치 들어올리기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00394_SC_00005.jpeg,발 뒤꿈치 들어올리기,발 뒤꿈치 들어올리기,레이즈 (기타)
29.97,1,275,47,46450149,20220920,,,960*540,,,하체,탄력밴드,근력/근지구력,초급,청소년,,실내/실외,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_01006/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_01006.mp4,청소년 근력/근지구력운동 루틴프로그램(저항밴드 운동)을 설명한 운동처방 가이드 동영상,0AUDLJ08S_01006_FR_00018.jpeg,근력·근지구력운동 루틴프로그램-2,한발 들어올리기,루틴/프로그램
24,1,147,48,24584651,20220920,,,1920*1080,,,하체,탄력밴드,근력/근지구력,초급,유소년,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00395/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00395.mp4,"유소년 근력/근지구력을 위한 하체운동 중, 밴드 한 발 뒤로 들기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00395_SC_00016.jpeg,밴드 한 발 뒤로 들기,밴드 한발 뒤로 들기,밴드 한 발 뒤로 들기
24,1,196,49,32374589,20221005,,,1920*1080,,,하체,의자,근력/근지구력,초급,유소년,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00396/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00396.mp4,"유소년 근력/근지구력을 위한 하체운동 중, 의자에 앉아 다리 펴서 들어올리기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00396_FR_00002.jpeg,의자에 앉아 다리 펴서 들어올리기,의자에 앉아 다리 펴서 들어올리기,레그 레이즈
24,1,110,50,18424714,20220928,,,1920*1080,,,하체,탄력밴드,근력/근지구력,초급,유소년,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00397/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00397.mp4,"유소년 근력/근지구력을 위한 하체운동 중, 밴드 잡고 무릎 펴기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00397_SC_00002.jpeg,밴드 잡고 무릎 펴기,밴드 잡고 무릎 펴기,밴드 잡고 무릎 펴기
24,1,120,51,20160952,20220920,,,1920*1080,,,하체,탄력밴드,근력/근지구력,초급,유소년,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00398/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00398.mp4,"유소년 근력/근지구력을 위한 하체운동 중, 밴드 잡고 다리 옆으로 벌리기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00398_SC_00002.jpeg,밴드 잡고 다리 옆으로 벌리기,밴드 잡고 다리 옆으로 벌리기,레그 레이즈
24,1,107,52,17880224,20220926,,,1920*1080,,,하체,기타,근력/근지구력,초급,유소년,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00399/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00399.mp4,"유소년 근력/근지구력을 위한 하체운동 중, 무릎 올려 공 닿기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00399_FR_00002.jpeg,무릎 올려 공 닿기,무릎 올려 공 닿기,무릎 올려 공 닿기
24,1,121,53,20441317,20221010,,,1920*1080,,,하체,짐볼,근력/근지구력,초급,유소년,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00400/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00400.mp4,"유소년 근력/근지구력을 위한 하체운동 중, 허리 비틀어 앉았다 일어서기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00400_FR_00003.jpeg,허리 비틀어 앉았다 일어서기,허리 비틀어 앉았다 일어서기,스쿼트
24,1,73,54,12591285,20221005,,,1920*1080,,,전신,맨몸,심폐지구력,초급,유소년,,실내/실외,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00401/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00401.mp4,유소년 심폐지구력을 위한 제자리 뛰기운동을 설명한 운동처방 가이드 동영상,0AUDLJ08S_00401_FR_00002.jpeg,제자리 뛰기,제자리 뛰기,걷기/달리기
