fps_count,is_gookmin100,video_length_seconds,exercise_id,file_size,job_ymd,operation_name,repetition_count_name,resolution,set_count_name,training_week_name,body_part,exercise_tool,fitness_factor_name,fitness_level_name,target_group,training_aim_name,training_place_name,training_section_name,training_sequence_name,training_step_name,image_url,video_url,description,image_file_name,title,training_name,standard_title
29.96,1,62,162,10159144,20221010,,,1280*720,,,상체,기타,근력,고급,공통,,헬스장,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00508/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00508.mp4,"근력 운동 중, 허기 굽혀 덤벨 위로 들기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00508_SC_00003.jpeg,허리 굽혀 덤벨 위로 들기,허리 굽혀 덤벨 위로 들기,허리 굽혀 덤벨 위로 들기
29.96,1,54,163,8950969,20220921,,,1280*720,,,상체,기타,근력,중급,공통,,실내/실외,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00509/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00509.mp4,"근력 운동 중, 덤벨 옆으로 들어올리기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00509_SC_00001.jpeg,덤벨 옆으로 들어올리기,덤벨 옆으로 들어올리기,레이즈 (기타)
29.96,1,68,164,11481065,20220922,,,1280*720,,,상체,기타,근력,초급,공통,,헬스장,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00510/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00510.mp4,"근력 운동 중, 손목 펴기/굽히기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00510_SC_00003.jpeg,손목 펴기/굽히기,손목 펴기/굽히기,손목 펴기/굽히기
29.96,1,69,165,11430068,20221003,,,1280*720,,,상체,기타,근력,초급,공통,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00511/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00511.mp4,"근력 운동 중, 앉아서 팔꿈치 굽히기/펴기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00511_SC_00003.jpeg,앉아서 팔꿈치 굽히기/펴기,앉아서 팔꿈치 굽히기/펴기,바벨/덤벨 컬
29.96,1,68,166,11164167,20220930,,,1280*720,,,전신,기타,근력,초급,공통,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00512/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00512.mp4,"근력 운동 중, 서서 균형잡기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00512_SC_00003.jpeg,서서 균형잡기,양발 서서 균형잡기,서서 균형잡기
29.96,1,92,167,14929802,20221005,,,1280*720,,,몸통,기타,근력,고급,공통,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00513/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00513.mp4,"근력 운동 중, 엎드려서 균형잡기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00513_SC_00003.jpeg,엎드려서 균형잡기,엎드려서 균형잡기,엎드려서 균형잡기
29.96,1,72,168,11796295,20221005,,,1280*720,,,몸통,기타,근력,중급,공통,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00514/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00514.mp4,"근력 운동 중, 윗몸 말아 올리기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00514_SC_00005.jpeg,윗몸 말아 올리기,윗몸 말아 올리기,싯업/크런치
29.96,1,76,169,12575097,20221005,,,1280*720,,,하체,기타,근력,중급,공통,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00515/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00515.mp4,"근력 운동 중, 엎드려서 다리 차올리기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00515_SC_00003.jpeg,엎드려서 다리 차올리기,엎드려서 다리 차올리기,엎드려서 다리 차올리기
29.96,1,52,170,8360781,20220930,,,1280*720,,,몸통,기타,근력,중급,공통,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00516/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00516.mp4,"근력 운동 중, 서서 균형 잡으며 몸통 회전하기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00516_SC_00005.jpeg,서서 균형 잡으며 몸통 회전하기,서서 균형 잡으며 몸통 회전하기,서서 균형 잡으며 몸통 회전하기
29.96,1,66,171,10790108,20221010,,,1280*720,,,전신,기타,근력,고급,공통,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00517/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00517.mp4,"근력 운동 중, 짝운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00517_SC_00003.jpeg,짝운동,짝 운동,짝운동
29.96,1,66,172,10834204,20220930,,,1280*720,,,상체,기타,근력,중급,공통,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00518/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00518.mp4,"근력 운동 중, 서서 상체 일으키기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00518_SC_00003.jpeg,서서 상체 일으키기,서서 상체 일으키기,서서 상체 일으키기
29.96,1,69,173,11776164,20221003,,,1280*720,,,하체,의자,근력,초급,공통,,실내/실외,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00519/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00519.mp4,"근력 운동 중, 앉았다 일어서기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00519_SC_00003.jpeg,앉았다 일어서기-1,앉았다 일어서기,스쿼트
29.96,1,62,174,10445876,20221005,,,1280*720,,,하체,의자,근력,초급,공통,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00520/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00520.mp4,"근력 운동 중, 의자 앞에서 앉았다 일어서기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00520_SC_00005.jpeg,의자 앞에서 앉았다 일어서기,의자 앞에서 앉았다 일어서기,스쿼트
29.96,1,69,175,11188951,20221010,,,1280*720,,,하체,맨몸,근력,중급,공통,,실내/실외,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00521/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00521.mp4,"근력 운동 중, 한발 앞으로 내밀고 앉았다 일어서기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00521_SC_00004.jpeg,한발 앞으로 내밀고 앉았다 일어서기,한발 앞으로 내밀고 앉았다 일어서기,스쿼트
29.96,1,57,176,9899250,20220921,,,1280*720,,,하체,의자,근력,초급,공통,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00522/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00522.mp4,"근력 운동 중, 의자에 한 다리 올리고 앉았다 일어서기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00522_SC_00005.jpeg,의자에 한 다리 올리고 앉았다 일어서기,의자에 한 다리 올리고 앉았다 일어서기,스쿼트
29.96,1,70,177,11660560,20221006,,,1280*720,,,하체,의자,근력,초급,공통,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00523/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00523.mp4,"근력 운동 중, 의자에 앉아 다리 뻗어 올리기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00523_SC_00003.jpeg,의자에 앉아 다리 뻗어 올리기,의자에 앉아 다리 뻗어 올리기,의자에 앉아 다리 뻗어 올리기
29.96,1,68,178,10936845,20221003,,,1280*720,,,하체,의자,근력,초급,공통,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00524/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00524.mp4,"근력 운동 중, 앉아서 엉덩관절 굽히기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00524_SC_00004.jpeg,앉아서 엉덩관절 굽히기,앉아서 엉덩관절 굽히기,앉아서 엉덩관절 굽히기
29.96,1,61,179,9828211,20220930,,,1280*720,,,하체,의자,근력,중급,공통,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00525/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00525.mp4,"근력 운동 중, 서서 다리 뒤로차기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00525_FR_00002.jpeg,서서 다리 뒤로차기,서서 다리 뒤로차기,서서 다리 뒤로차기
29.96,1,71,180,11510465,20220930,,,1280*720,,,하체,탄력밴드,근력,중급,공통,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00526/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00526.mp4,"근력 운동 중, 서서 다리로 탄력밴드 당기기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00526_SC_00003.jpeg,서서 다리로 탄력밴드 당기기Ⅰ,뒤로 당기기,로우
29.96,1,76,181,12268696,20220920,,,1280*720,,,하체,탄력밴드,근력,고급,공통,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00527/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00527.mp4,"근력 운동 중, 서서 다리로 탄력밴드 당기기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00527_SC_00004.jpeg,서서 다리로 턴력밴드 당기기Ⅱ,안으로 당기기,로우
29.96,1,57,182,9063500,20220930,,,1280*720,,,하체,의자,근력,초급,공통,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00528/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00528.mp4,"근력 운동 중, 서서 뒤꿈치 들기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00528_SC_00005.jpeg,서서 뒤꿈치 들기,서서 뒤꿈치 들기(의자),서서 뒤꿈치 들기
29.96,1,59,183,9675855,20221011,,,1280*720,,,하체,의자,근력,초급,공통,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00529/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00529.mp4,"근력 운동 중, 한발 서서 균형잡기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00529_SC_00003.jpeg,한발 서서 균형잡기,한발 서서 균형잡기(의자),한발 서서 균형잡기
29.96,1,83,184,13550218,20220929,,,1280*720,,,하체,기타,근력,초급,공통,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00530/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00530.mp4,"근력 운동 중, 방등 굽힘/발바닥 굽힘운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00530_SC_00004.jpeg,방등 굽힘/발바닥 굽힘,방등 굽힘/발바닥 굽힘,방등 굽힘/발바닥 굽힘
29.96,1,67,185,10880185,20220921,,,1280*720,,,몸통,기타,근력,초급,공통,,실내/실외,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00531/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00531.mp4,"근력 운동 중, 누워서 배가로근 수축운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00531_SC_00008.jpeg,누워서 배가로근 수축Ⅰ,누워서 배가로근 수축Ⅰ,누워서 배가로근 수축Ⅰ
29.96,1,86,186,14358400,20220921,,,1280*720,,,몸통,기타,근력,중급,공통,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00532/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00532.mp4,"근력 운동 중, 누워서 배가로근 수축운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00532_SC_00004.jpeg,누워서 배가로근 수축Ⅱ,누워서 배가로근 수축Ⅱ,누워서 배가로근 수축Ⅱ
29.96,1,72,187,11656445,20221005,,,1280*720,,,몸통,기타,근력,중급,공통,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00533/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00533.mp4,"근력 운동 중, 윗몸 올리기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00533_SC_00005.jpeg,윗몸 올리기,윗몸 올리기,윗몸 올리기
29.96,1,72,188,11719884,20220921,,,1280*720,,,몸통,짐볼,근력,중급,공통,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00534/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00534.mp4,"근력 운동 중, 짐볼 윗몸 올리기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00534_SC_00018.jpeg,짐볼 윗몸 올리기,짐볼 윗몸 올리기,짐볼 윗몸 올리기
29.96,1,78,189,12766649,20220930,,,1280*720,,,몸통,기타,근력,중급,공통,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00535/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00535.mp4,"근력 운동 중, 소파를 이용한 윗몸 올리기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00535_SC_00004.jpeg,소파를 이용한 윗몸 올리기,소파를 이용한 윗몸 올리기,소파를 이용한 윗몸 올리기
29.96,1,71,190,11401773,20221005,,,1280*720,,,몸통,기타,근력,고급,공통,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00536/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00536.mp4,"근력 운동 중, 엎드려 버티기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00536_SC_00004.jpeg,엎드려 버티기,엎드려 버티기,플랭크
29.96,1,62,191,9921348,20221005,,,1280*720,,,몸통,기타,근력,중급,공통,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00537/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00537.mp4,"근력 운동 중, 옆으로 누워 버티기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00537_SC_00003.jpeg,옆으로 누워 버티기,옆으로 누워 버티기,옆으로 누워 버티기
29.96,1,72,192,11876875,20220923,,,1280*720,,,하체,기타,근력,초급,공통,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00538/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00538.mp4,"근력 운동 중, 누워서 다리 들어올리기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00538_SC_00005.jpeg,누워서 다리 들어올리기,누워서 다리 들어올리기,레그 레이즈
29.96,1,69,193,11371764,20220921,,,1280*720,,,전신,기타,근력,중급,공통,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00539/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00539.mp4,"근력 운동 중, 누워서 팔 다리 동시에 들어올리기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00539_SC_00001.jpeg,누워서 팔 다리 동시에 들어올리기,누워서 팔 다리 동시에 들어올리기,숄더 레이즈
29.96,1,64,194,10492924,20220920,,,1280*720,,,하체,기타,근력,초급,공통,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00540/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00540.mp4,"근력 운동 중, 누워서 다리 좌우로 움직이기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00540_SC_00001.jpeg,누워서 다리 좌우로 움직이기,누워서 다리 좌우로 움직이기,누워서 다리 좌우로 움직이기
29.96,1,83,195,13867815,20220916,,,1280*720,,,몸통,기타,근력,초급,공통,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00541/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00541.mp4,"근력 운동 중, 누워서 공들고 몸 기울이기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00541_SC_00002.jpeg,누워서 공들고 몸 기울이기,누워서 공들고 몸 기울이기,누워서 공들고 몸 기울이기
29.96,1,67,196,11127306,20220921,,,1280*720,,,몸통,기타,근력,중급,공통,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00542/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00542.mp4,"근력 운동 중, 누워서 수직으로 다리 들어올리기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00542_SC_00004.jpeg,누워서 수직으로 다리 들어올리기,누워서 수직으로 다리 들어올리기,레그 레이즈
29.96,1,63,197,10023582,20220916,,,1280*720,,,몸통,기타,근력,초급,공통,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00543/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00543.mp4,"근력 운동 중, 누워서 하늘 자전거운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00543_SC_00003.jpeg,누워서 하늘 자전거,누워서 하늘 자전거,자전거
29.96,1,65,198,11046512,20220921,,,1280*720,,,하체,기타,근력,초급,공통,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00544/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00544.mp4,"근력 운동 중, 누워서 엉덩이 들어올리기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00544_SC_00001.jpeg,누워서 엉덩이 들어올리기,누워서 엉덩이 들어올리기,레이즈 (기타)
29.96,1,68,199,10902046,20221009,,,1280*720,,,하체,짐볼,근력,고급,공통,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00545/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00545.mp4,"근력 운동 중, 짐볼에 다리올리고 엉덩이 들어올리기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00545_SC_00004.jpeg,짐볼에 다리올리고 엉덩이 들어올리기,짐볼에 다리 올리고 엉덩이 들어올리기,레그 레이즈
29.96,1,70,200,11472713,20220920,,,1280*720,,,전신,기타,근력,중급,공통,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00546/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00546.mp4,"근력 운동 중, 네발기기 자세로 팔 다리 들기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00546_SC_00001.jpeg,네발기기 자세로 팔 다리 들기,네발기기 자세로 팔 다리 들기,레그 레이즈
29.96,1,91,201,14599023,20221005,,,1280*720,,,전신,기타,근력,중급,공통,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00547/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00547.mp4,"근력 운동 중, 엎드려서 팔 다리 들기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00547_SC_00003.jpeg,엎드려서 팔 다리 들기,엎드려서 팔 다리 들기,레그 레이즈
29.96,1,57,202,9068137,20220916,,,1280*720,,,상체,기타,근력,초급,공통,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00548/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00548.mp4,"근력 운동 중, 네발기기 자세에서 손바닥으로 바닥밀기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00548_SC_00003.jpeg,네발기기 자세에서 손바닥으로 바닥밀기,네발기기 자세에서 손바닥으로 바닥밀기,프레스 (기타)
29.96,1,69,203,11498005,20221010,,,1280*720,,,전신,짐볼,근력,중급,공통,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00549/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00549.mp4,"근력 운동 중, 짐볼에 엎드려서 팔 다리 들기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00549_SC_00003.jpeg,짐볼에 엎드려서 팔 다리 들기,짐볼에 엎드려서 팔 다리 들기,레그 레이즈
29.96,1,70,204,11396314,20221009,,,1280*720,,,몸통,짐볼,근력,중급,공통,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00550/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00550.mp4,"근력 운동 중, 짐볼에 엎드려서 몸통 젖히기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00550_SC_00004.jpeg,짐볼에 엎드려서 몸통 젖히기,짐볼에 엎드려서 몸통 젖히기(매트/짐볼),짐볼에 엎드려서 몸통 젖히기
29.96,1,67,205,11158687,20221010,,,1280*720,,,상체,탄력밴드,근력,중급,공통,,실내/실외,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00551/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00551.mp4,"근력 운동 중, 탄력밴드 어깨 가쪽 돌림운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00551_SC_00005.jpeg,탄력밴드 어깨 가쪽 돌림,탄력밴드 어깨 가쪽 돌림,탄력밴드 어깨 가쪽 돌림
29.96,1,84,206,13602067,20220920,,,1280*720,,,상체,탄력밴드,근력,중급,공통,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00552/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00552.mp4,"근력 운동 중, 서서 탄력밴드 당겨내리기/올리기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00552_SC_00007.jpeg,서서 탄력밴드 당겨내리기/올리기,서서 탄력밴드 당겨내리기/올리기,서서 탄력밴드 당겨내리기/올리기
29.96,1,69,207,11260634,20221006,,,1280*720,,,몸통,짐볼,근력,중급,공통,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00553/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00553.mp4,"근력 운동 중, 짐볼에 다리 올리고 좌우로 움직이기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00553_SC_00005.jpeg,짐볼에 다리 올리고 좌우로 움직이기,짐볼에 다리 올리고 좌우로 움직이기,짐볼에 다리 올리고 좌우로 움직이기
29.96,1,69,208,11037335,20220920,,,1280*720,,,하체,탄력밴드,근력,중급,공통,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00554/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00554.mp4,"근력 운동 중, 네발기기 자세에서 다리 위로 뻗어올리기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00554_SC_00001.jpeg,네발기기 자세에서 다리 위로 뻗어올리기,네발기기 자세에서 다리 위로 뻗어올리기,네발기기 자세에서 다리 위로 뻗어올리기
29.96,1,75,209,12123595,20220914,,,1280*720,,,상체,맨몸,근력,중급,공통,,,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00555/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00555.mp4,"근력 운동 중, 팔굽혀펴기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00555_SC_00002.jpeg,팔굽혀펴기-1,팔 굽혀 펴기,푸시업
29.96,1,66,210,11147280,20220916,,,1280*720,,,상체,기타,근력,고급,공통,,실내/실외,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00556/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00556.mp4,"근력 운동 중, 뒤로 팔굽혀펴기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00556_SC_00003.jpeg,뒤로 팔굽혀펴기,뒤로 팔 굽혀 펴기,푸시업
29.96,1,77,211,12522441,20221011,,,1280*720,,,상체,기타,근력,고급,공통,,실내/실외,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00557/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00557.mp4,"근력 운동 중, 허리 굽혀 팔 뒤로 들기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00557_SC_00003.jpeg,허리 굽혀 팔 뒤로 들기,허리 굽혀 팔 뒤로 들기,허리 굽혀 팔 뒤로 들기
29.96,1,62,212,10383500,20220929,,,1280*720,,,상체,기타,근력,초급,공통,,실내/실외,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00558/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00558.mp4,"근력 운동 중, 물병 옆으로 들어올리기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00558_FR_00002.jpeg,물병 옆으로 들어올리기,물병 옆으로 들어올리기,레이즈 (기타)
29.96,1,71,213,11544303,20221010,,,1280*720,,,상체,기타,근력,중급,공통,,실내/실외,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00559/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00559.mp4,"근력 운동 중, 팔꿈치 굽히기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00559_SC_00004.jpeg,팔꿈치 굽히기,팔꿈치 굽히기,바벨/덤벨 컬
29.96,1,66,214,10774172,20220920,,,1280*720,,,상체,기타,근력,초급,공통,,실내/실외,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00560/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00560.mp4,"근력 운동 중, 목 굽힘/폄운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00560_SC_00003.jpeg,목 굽힘/폄Ⅰ,목 굽힘/폄1,목 굽힘/폄Ⅰ
29.96,1,65,215,10523865,20220927,,,1280*720,,,상체,기타,근력,고급,공통,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00561/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00561.mp4,"근력 운동 중, 목 굽힘/폄운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00561_SC_00003.jpeg,목 굽힘/폄Ⅱ,목 굽힘/폄2,목 굽힘/폄Ⅱ
29.96,1,83,216,13968088,20220920,,,1280*720,,,상체,기타,근력,고급,공통,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00562/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00562.mp4,"근력 운동 중, 목 굽힘/폄운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00562_SC_00004.jpeg,목 굽힘/폄Ⅲ,목 굽힘/폄3,목 굽힘/폄Ⅲ
29.96,1,59,217,9551481,20220920,,,1280*720,,,전신,맨몸,민첩성/순발력,고급,공통,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00563/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00563.mp4,"민첩성 및 순발력 운동 중, 앉았다 일어서면서 점프하기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00563_SC_00004.jpeg,앉았다 일어서면서 점프하기,앉았다 일어서면서 점프하기,앉았다 일어서면서 점프하기
29.96,1,61,218,9994434,20220927,,20~30,1280*720,3~5,,하체,맨몸,민첩성/순발력,고급,공통,,실내/실외,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00564/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00564.mp4,"민첩성 및 순발력 운동 중, 무릎 높여 제자리 달리기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00564_SC_00003.jpeg,무릎 높여 제자리 달리기,무릎 높여 제자리 달리기,걷기/달리기
29.96,1,47,219,7812643,20220921,,10~15,1280*720,3~5,,상체,기타,민첩성/순발력,중급,공통,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00565/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00565.mp4,"민첩성 및 순발력 운동 중, 옆으로 펀치하기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00565_SC_00025.jpeg,옆으로 펀치하기,옆으로 펀치하기,옆으로 펀치하기
29.96,1,53,220,8728397,20220930,,,1280*720,,,하체,기타,민첩성/순발력,고급,공통,,실내,,,,http://openapi.kspo.or.kr/web/image/0AUDLJ08S_00566/,http://openapi.kspo.or.kr/web/video/0AUDLJ08S_00566.mp4,"민첩성 및 순발력 운동 중, 스텝퍼 오르내리기운동을 설명한 운동처방 가이드 동영상",0AUDLJ08S_00566_SC_00003.jpeg,스텝퍼 오르내리기,스텝퍼 오르내리기,스텝퍼 오르내리기
